claim_id,item_type,payment_id,settlement_id,merchant_id,gateway_id,txn_date,amount_inr,claim_amount_inr,root_cause,confidence_score,rule_id,evidence_text,suggested_action
CLM-FEE-0056,FEE_OVERCHARGE,PAY066,SEL066,MER001,GW_ALPHA,2024-03-23,"13,731.05",48.61,wrong_mdr,95,RUL005,"Contract Rule RUL005: Expected MDR fee Rs 164.77, Expected Tax Rs 29.66, Expected Total Rs 194.43. Gateway Actual Deducted: MDR Rs 205.97, Tax Rs 37.07, Total Rs 243.04. Overcharge: Rs 48.61. Details: Contract rule RUL005 specifies expected MDR Rs 164.772600; gateway billed Rs 205.965750.",Claim refund for MDR overbilling.
CLM-FEE-0057,FEE_OVERCHARGE,PAY067,SEL067,MER001,GW_ALPHA,2024-02-26,"11,729.86",41.52,wrong_mdr,95,RUL005,"Contract Rule RUL005: Expected MDR fee Rs 140.76, Expected Tax Rs 25.34, Expected Total Rs 166.09. Gateway Actual Deducted: MDR Rs 175.95, Tax Rs 31.67, Total Rs 207.62. Overcharge: Rs 41.52. Details: Contract rule RUL005 specifies expected MDR Rs 140.758320; gateway billed Rs 175.947900.",Claim refund for MDR overbilling.
CLM-FEE-0058,FEE_OVERCHARGE,PAY068,SEL068,MER001,GW_ALPHA,2024-02-05,"9,349.26",33.10,wrong_mdr,95,RUL005,"Contract Rule RUL005: Expected MDR fee Rs 112.19, Expected Tax Rs 20.19, Expected Total Rs 132.39. Gateway Actual Deducted: MDR Rs 140.24, Tax Rs 25.24, Total Rs 165.48. Overcharge: Rs 33.10. Details: Contract rule RUL005 specifies expected MDR Rs 112.191120; gateway billed Rs 140.238900.",Claim refund for MDR overbilling.
CLM-FEE-0059,FEE_OVERCHARGE,PAY069,SEL069,MER001,GW_ALPHA,2024-03-08,"13,698.54",48.49,wrong_mdr,95,RUL005,"Contract Rule RUL005: Expected MDR fee Rs 164.38, Expected Tax Rs 29.59, Expected Total Rs 193.97. Gateway Actual Deducted: MDR Rs 205.48, Tax Rs 36.99, Total Rs 242.46. Overcharge: Rs 48.49. Details: Contract rule RUL005 specifies expected MDR Rs 164.382480; gateway billed Rs 205.478100.",Claim refund for MDR overbilling.
CLM-FEE-0060,FEE_OVERCHARGE,PAY070,SEL070,MER001,GW_ALPHA,2024-02-14,"21,439.27",75.90,wrong_mdr,95,RUL005,"Contract Rule RUL005: Expected MDR fee Rs 257.27, Expected Tax Rs 46.31, Expected Total Rs 303.58. Gateway Actual Deducted: MDR Rs 321.59, Tax Rs 57.89, Total Rs 379.48. Overcharge: Rs 75.90. Details: Contract rule RUL005 specifies expected MDR Rs 257.271240; gateway billed Rs 321.589050.",Claim refund for MDR overbilling.
CLM-FEE-0061,FEE_OVERCHARGE,PAY071,SEL071,MER001,GW_ALPHA,2024-02-26,"19,745.64",69.90,wrong_mdr,95,RUL005,"Contract Rule RUL005: Expected MDR fee Rs 236.95, Expected Tax Rs 42.65, Expected Total Rs 279.60. Gateway Actual Deducted: MDR Rs 296.18, Tax Rs 53.31, Total Rs 349.50. Overcharge: Rs 69.90. Details: Contract rule RUL005 specifies expected MDR Rs 236.947680; gateway billed Rs 296.184600.",Claim refund for MDR overbilling.
CLM-FEE-0062,FEE_OVERCHARGE,PAY072,SEL072,MER001,GW_ALPHA,2024-02-10,"11,609.87",41.10,wrong_mdr,95,RUL005,"Contract Rule RUL005: Expected MDR fee Rs 139.32, Expected Tax Rs 25.08, Expected Total Rs 164.40. Gateway Actual Deducted: MDR Rs 174.15, Tax Rs 31.35, Total Rs 205.49. Overcharge: Rs 41.10. Details: Contract rule RUL005 specifies expected MDR Rs 139.318440; gateway billed Rs 174.148050.",Claim refund for MDR overbilling.
CLM-FEE-0063,FEE_OVERCHARGE,PAY073,SEL073,MER001,GW_ALPHA,2024-02-09,"10,844.30",38.39,wrong_mdr,95,RUL005,"Contract Rule RUL005: Expected MDR fee Rs 130.13, Expected Tax Rs 23.42, Expected Total Rs 153.56. Gateway Actual Deducted: MDR Rs 162.66, Tax Rs 29.28, Total Rs 191.94. Overcharge: Rs 38.39. Details: Contract rule RUL005 specifies expected MDR Rs 130.131600; gateway billed Rs 162.664500.",Claim refund for MDR overbilling.
CLM-FEE-0064,FEE_OVERCHARGE,PAY074,SEL074,MER001,GW_ALPHA,2024-03-19,"24,045.48",85.12,wrong_mdr,95,RUL005,"Contract Rule RUL005: Expected MDR fee Rs 288.55, Expected Tax Rs 51.94, Expected Total Rs 340.48. Gateway Actual Deducted: MDR Rs 360.68, Tax Rs 64.92, Total Rs 425.60. Overcharge: Rs 85.12. Details: Contract rule RUL005 specifies expected MDR Rs 288.545760; gateway billed Rs 360.682200.",Claim refund for MDR overbilling.
CLM-FEE-0065,FEE_OVERCHARGE,PAY075,SEL075,MER001,GW_ALPHA,2024-03-06,"11,520.18",40.78,wrong_mdr,95,RUL005,"Contract Rule RUL005: Expected MDR fee Rs 138.24, Expected Tax Rs 24.88, Expected Total Rs 163.13. Gateway Actual Deducted: MDR Rs 172.80, Tax Rs 31.10, Total Rs 203.91. Overcharge: Rs 40.78. Details: Contract rule RUL005 specifies expected MDR Rs 138.242160; gateway billed Rs 172.802700.",Claim refund for MDR overbilling.
CLM-FEE-0066,FEE_OVERCHARGE,PAY076,SEL076,MER001,GW_ALPHA,2024-03-19,"18,469.81",65.38,wrong_mdr,95,RUL005,"Contract Rule RUL005: Expected MDR fee Rs 221.64, Expected Tax Rs 39.89, Expected Total Rs 261.53. Gateway Actual Deducted: MDR Rs 277.05, Tax Rs 49.87, Total Rs 326.92. Overcharge: Rs 65.38. Details: Contract rule RUL005 specifies expected MDR Rs 221.637720; gateway billed Rs 277.047150.",Claim refund for MDR overbilling.
CLM-FEE-0067,FEE_OVERCHARGE,PAY077,SEL077,MER001,GW_ALPHA,2024-03-09,"17,252.07",61.07,wrong_mdr,95,RUL005,"Contract Rule RUL005: Expected MDR fee Rs 207.02, Expected Tax Rs 37.26, Expected Total Rs 244.29. Gateway Actual Deducted: MDR Rs 258.78, Tax Rs 46.58, Total Rs 305.36. Overcharge: Rs 61.07. Details: Contract rule RUL005 specifies expected MDR Rs 207.024840; gateway billed Rs 258.781050.",Claim refund for MDR overbilling.
CLM-FEE-0068,FEE_OVERCHARGE,PAY078,SEL078,MER001,GW_ALPHA,2024-02-24,"9,698.97",34.33,wrong_mdr,95,RUL005,"Contract Rule RUL005: Expected MDR fee Rs 116.39, Expected Tax Rs 20.95, Expected Total Rs 137.34. Gateway Actual Deducted: MDR Rs 145.48, Tax Rs 26.19, Total Rs 171.67. Overcharge: Rs 34.33. Details: Contract rule RUL005 specifies expected MDR Rs 116.387640; gateway billed Rs 145.484550.",Claim refund for MDR overbilling.
CLM-FEE-0069,FEE_OVERCHARGE,PAY079,SEL079,MER001,GW_ALPHA,2024-02-09,"21,871.08",77.42,wrong_mdr,95,RUL005,"Contract Rule RUL005: Expected MDR fee Rs 262.45, Expected Tax Rs 47.24, Expected Total Rs 309.69. Gateway Actual Deducted: MDR Rs 328.07, Tax Rs 59.05, Total Rs 387.12. Overcharge: Rs 77.42. Details: Contract rule RUL005 specifies expected MDR Rs 262.452960; gateway billed Rs 328.066200.",Claim refund for MDR overbilling.
CLM-FEE-0070,FEE_OVERCHARGE,PAY080,SEL080,MER001,GW_ALPHA,2024-03-03,"4,313.01",15.27,wrong_mdr,95,RUL005,"Contract Rule RUL005: Expected MDR fee Rs 51.76, Expected Tax Rs 9.32, Expected Total Rs 61.07. Gateway Actual Deducted: MDR Rs 64.70, Tax Rs 11.65, Total Rs 76.34. Overcharge: Rs 15.27. Details: Contract rule RUL005 specifies expected MDR Rs 51.756120; gateway billed Rs 64.695150.",Claim refund for MDR overbilling.
CLM-BNK-0071,BANK_POSTING_GAP,PAY009,SEL009,MER002,GW_BETA,2024-01-12,"17,660.16","17,660.16",SETTLEMENT_NOT_POSTED,99,SLA_COMPLIANCE,"Settlement SEL009 (Date: 2024-01-12): Net Settled Rs 17,660.16. Bank Posting (Date: NONE): Net Posted Rs 0.00. Cash Shortfall / Impact: Rs 17,660.16. Delay: 0 days. Notes: No bank posting found for this settlement",File settlement disbursement inquiry with payment gateway operations.
CLM-BNK-0072,BANK_POSTING_GAP,PAY010,SEL010,MER001,GW_ALPHA,2024-02-14,"6,442.48",0.00,SETTLEMENT_POSTED_LATE,90,SLA_COMPLIANCE,"Settlement SEL010 (Date: 2024-02-14): Net Settled Rs 6,442.48. Bank Posting (Date: 2024-02-21): Net Posted Rs 6,442.48. Cash Shortfall / Impact: Rs 0.00. Delay: 7 days. Notes: PLANTED:settlement_posted_late",Issue SLA breach warning and request float interest credit.
CLM-BNK-0073,BANK_POSTING_GAP,PAY011,SEL011,MER002,GW_BETA,2024-02-10,"24,528.00",500.00,POSTED_AMOUNT_MISMATCH,95,SLA_COMPLIANCE,"Settlement SEL011 (Date: 2024-02-10): Net Settled Rs 24,528.00. Bank Posting (Date: 2024-02-12): Net Posted Rs 24,028.00. Cash Shortfall / Impact: Rs 500.00. Delay: 2 days. Notes: PLANTED:posted_amount_mismatch",File settlement disbursement inquiry with payment gateway operations.
CLM-BNK-0074,BANK_POSTING_GAP,PAY012,SEL012,MER001,GW_ALPHA,2024-03-07,"10,805.30","10,805.30",POSTING_REVERSED,99,SLA_COMPLIANCE,"Settlement SEL012 (Date: 2024-03-07): Net Settled Rs 10,805.30. Bank Posting (Date: 2024-03-08): Net Posted Rs 0.00. Cash Shortfall / Impact: Rs 10,805.30. Delay: 1 days. Notes: PLANTED:posting_reversed|original_post | PLANTED:posting_reversed|reversal_debit",Escalate reversed settlement to bank and gateway partner for urgent re-credit.
